scene_id,scene_col,scene_row,lat,lon,class_id,class_name,conf,box_w_px,box_h_px,chip_row_off,chip_col_off,final_label,crs_used,ais_matched,ais_mmsi,ais_length_m,ais_category,ais_fishing_score,ais_dist_deg
05bc615a9b0e1159t,20413.630096435547,14610.562927246094,42.2364401328133,19.132270720826703,0,cooperative,0.0483,10.6,10.4,14400,20160,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,4199.849700927734,8185.177589416504,42.765034024583954,17.134988655922513,0,cooperative,0.04506,10.0,10.1,8064,4032,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,13685.416625976562,12010.411315917969,42.454187932106414,18.307613457703077,0,cooperative,0.04462,8.3,8.2,11520,13248,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,21573.332458496094,1739.890869140625,43.39715748304695,19.24019711643543,0,cooperative,0.0442,10.5,10.2,1152,21312,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,3577.146415710449,10588.00473022461,42.54656338129084,17.0726874345159,0,cooperative,0.03793,23.2,23.1,10368,3456,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,2229.36083984375,8813.531158447266,42.70021980925901,16.898477573499495,0,cooperative,0.03678,17.9,17.9,8640,1728,Cooperative,EPSG:32634,True,319153300.0,15.671067,unmatched,0.9573835,9e-05
05bc615a9b0e1159t,22475.90734863281,14415.881103515623,42.25776391448807,19.381655978499143,0,cooperative,0.03294,31.4,30.9,13824,21888,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,5337.999725341797,19901.978424072266,41.71659104169934,17.3353343427302,0,cooperative,0.03199,7.8,7.6,19584,5184,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,19134.84423828125,17149.809997558594,42.00525790591831,18.98463679372163,0,cooperative,0.03118,11.4,11.7,16704,19008,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,21370.12244796753,15627.914291381836,42.14668540018609,19.25066643683665,0,cooperative,0.02901,9.2,9.1,15552,21312,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,4518.129577636719,11449.800598144531,42.47299096921141,17.19174733114812,0,cooperative,0.02757,8.0,8.1,10944,4032,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,2822.072509765625,7696.491760253906,42.80313141237512,16.964147321311206,0,cooperative,0.02683,17.5,18.0,7488,2304,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,22420.216430664062,16276.560745239258,42.090155685404525,19.379190668204814,0,cooperative,0.02663,10.4,10.0,16128,21888,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,3131.072891235352,4654.381713867188,43.07773260854877,16.984094025085643,0,cooperative,0.02304,6.6,6.3,4032,2880,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,21052.62533569336,15103.033599853516,42.19334300051027,19.2109282925785,0,cooperative,0.02138,11.0,10.2,14976,20736,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,7248.8779296875,19981.19580078125,41.71656111465354,17.565001777857727,0,cooperative,0.02031,8.7,8.7,19584,6912,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,20785.50524902344,14404.616450309752,42.2557037568943,19.176783779702436,1,dark,0.01997,20.3,9.2,14400,20160,Dark,EPSG:32634,False,,,,,
05bc615a9b0e1159t,3789.728363037109,7221.1058349609375,42.84994795284389,17.079504767662065,0,cooperative,0.01983,9.7,9.3,6912,3456,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,23100.88818359375,16275.33155822754,42.09139916492656,19.46146290335541,1,dark,0.01894,6.1,12.9,16128,22464,Dark,EPSG:32634,False,,,,,
05bc615a9b0e1159t,4963.388610839844,12918.721099853516,42.34276917933688,17.253671436396573,1,dark,0.018,21.2,21.4,12672,4608,Dark,EPSG:32634,False,,,,,
05bc615a9b0e1159t,8844.817626953125,3427.8837890625,43.210463375582286,17.678697069631344,0,cooperative,0.0171,7.4,7.5,2880,8640,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,5188.772528529167,20236.134002685547,41.68598234749758,17.319147560125252,0,cooperative,0.01598,7.5,8.4,20160,5184,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,3789.753967285156,11242.438385009766,42.48864663970246,17.102183480167874,0,cooperative,0.01501,8.3,8.1,10944,3456,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,10993.780700683594,15954.829528808594,42.09128359386095,17.997594013097082,0,cooperative,0.01419,9.0,8.8,15552,10368,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,6115.793273925781,14555.707824707031,42.2001130944317,17.40168154459478,0,cooperative,0.0135,7.8,7.8,14400,5760,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,7260.234710693359,16539.634490966797,42.026018549035925,17.549745477713582,0,cooperative,0.01287,8.6,8.5,16128,6912,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,22363.153594970703,16295.174530029297,42.08838226185855,19.372336374809574,0,cooperative,0.01239,22.2,22.1,16128,21888,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,9804.008911132812,11963.145385742188,42.446386505231125,17.836021286882467,0,cooperative,0.01239,8.7,8.5,11520,9216,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,2379.498466491699,12465.690795898438,42.37279935322304,16.938116040942994,0,cooperative,0.01228,20.4,21.3,12096,2304,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,21418.899200439453,15754.522094726562,42.13537766344471,19.25687966088636,1,dark,0.01153,11.5,11.2,15552,21312,Dark,EPSG:32634,False,,,,,
05bc615a9b0e1159t,14576.925994873049,15712.234161376951,42.1236265218071,18.42950882835549,0,cooperative,0.01074,8.8,8.7,15552,14400,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,17528.90362548828,15603.128173828123,42.14088921706615,18.786010948129054,0,cooperative,0.0107,7.2,7.0,14976,17280,Suspicious,EPSG:32634,False,,,,,
05bc615a9b0e1159t,6476.998672485352,15446.56671142578,42.121396316093126,17.449833685827354,1,dark,0.01052,20.2,20.2,14976,6336,Dark,EPSG:32634,False,,,,,
72dba3e82f782f67t,13594.915924072266,15826.32650756836,58.19125681550357,5.548299371919947,1,dark,0.65658,9.8,9.8,15552,13248,Cooperative,EPSG:32631,True,209072000.0,96.14219,cargo,0.4346109999999999,0.00041
72dba3e82f782f67t,8222.878936767578,10412.473236083984,58.69226405606544,4.657712521896456,1,dark,0.58619,8.5,8.7,10368,8064,Cooperative,EPSG:32631,True,314207000.0,57.98154399999999,cargo,0.839677,6e-05
72dba3e82f782f67t,12722.99835205078,13503.077529907228,58.40261133867826,5.4142938336847575,1,dark,0.57053,9.2,8.9,13248,12672,Cooperative,EPSG:32631,True,245859000.0,57.19862,cargo,0.8776195,0.00014
72dba3e82f782f67t,7116.464447021484,17752.503051757812,58.03554336176938,4.439806087989392,1,dark,0.55033,10.4,9.7,17280,6912,Cooperative,EPSG:32631,True,246787000.0,75.824936,cargo,0.5992934999999999,0.00011
72dba3e82f782f67t,12652.4697265625,15420.880462646484,58.23073927099658,5.390589288908478,1,dark,0.549,12.4,12.3,14976,12096,Cooperative,EPSG:32631,True,246837000.0,148.17874,cargo,0.1638285,5e-05
72dba3e82f782f67t,11098.365310668943,7398.1995849609375,58.9554432696947,5.1703121692656016,1,dark,0.54582,10.9,10.9,6912,10944,Cooperative,EPSG:32631,True,209023000.0,75.48007,other,0.372948,5e-05
72dba3e82f782f67t,3069.5516662597656,6657.980712890625,59.03779109303518,3.776259739376394,1,dark,0.54132,9.2,9.2,6336,2880,Cooperative,EPSG:32631,True,257013000.0,69.79329,other,0.756002,7e-05
72dba3e82f782f67t,19498.07040405273,20581.74548339844,57.74096257947002,6.508661330460751,1,dark,0.5291,10.6,10.8,20160,19008,Cooperative,EPSG:32631,True,255805829.0,139.77985,cargo,0.1250765,0.00012
72dba3e82f782f67t,5922.0958251953125,15125.181182861328,58.27359592101472,4.245811453942207,1,dark,0.52832,11.0,11.5,14976,5760,Cooperative,EPSG:32631,True,305561000.0,139.91983000000002,cargo,0.1663839999999999,0.00024
72dba3e82f782f67t,10683.4775390625,11392.471466064451,58.5981464512341,5.076722340961732,1,dark,0.52315,10.4,10.0,10944,10368,Cooperative,EPSG:32631,True,257952000.0,90.21161,seismic_vessel,0.4620995,0.00016
72dba3e82f782f67t,11958.076904296877,5387.807769775391,59.13324825427343,5.331830564015763,1,dark,0.51193,8.8,9.1,5184,11520,Cooperative,EPSG:32631,True,258293000.0,56.65339,other,0.507274,0.00012
72dba3e82f782f67t,14213.4228515625,13018.915832519531,58.44099279943953,5.672330904015251,1,dark,0.49546,10.3,10.5,12672,13824,Cooperative,EPSG:32631,True,258598000.0,64.138306,cargo,0.41186,0.00016
72dba3e82f782f67t,8286.389877319336,15858.10711669922,58.20323194692724,4.645673177849336,1,dark,0.49299,10.0,10.0,15552,8064,Cooperative,EPSG:32631,True,259896000.0,101.11434,other,0.468694,0.00029
72dba3e82f782f67t,6729.598449707031,9690.423583984377,58.76014950551667,4.4027780174617615,1,dark,0.48168,21.0,20.4,9216,6336,Cooperative,EPSG:32631,True,235108527.0,233.77895,other,0.012883,0.00055
72dba3e82f782f67t,7464.132568359375,15836.960693359377,58.20685669755779,4.505901374852612,1,dark,0.48076,13.8,13.9,15552,6912,Cooperative,EPSG:32631,True,246695000.0,171.40747,other,0.091504,0.00011
72dba3e82f782f67t,10766.732238769531,8102.775695800781,58.89316351773483,5.108842651122388,1,dark,0.47896,10.9,10.2,7488,10368,Cooperative,EPSG:32631,True,259538000.0,98.80767,cargo,0.2618015,0.00034
72dba3e82f782f67t,12323.502822875977,21746.764709472656,57.66404018180256,5.298013706667902,1,dark,0.4762,9.8,10.5,21312,12096,Cooperative,EPSG:32631,True,218799000.0,55.98339,fishing,0.8710285,0.00023
72dba3e82f782f67t,2893.626342773437,13203.704833984377,58.45014821558637,3.733131858716421,1,dark,0.47315,8.9,8.9,12672,2304,Cooperative,EPSG:32631,True,259691000.0,59.233295,fishing,0.88493,0.00033
72dba3e82f782f67t,4737.298263549805,7924.614807128906,58.9219928859345,4.063305979884935,1,dark,0.47147,10.4,11.2,7488,4608,Cooperative,EPSG:32631,True,259468000.0,77.63117,cargo,0.4395145,0.00019
72dba3e82f782f67t,18238.994506835938,19979.96563720703,57.80060436021568,6.30246110616131,1,dark,0.45959,9.4,9.5,19584,17856,Cooperative,EPSG:32631,True,305662000.0,36.603382,cargo,0.9025815,0.0001
72dba3e82f782f67t,7704.113006591797,18012.769927978516,58.01101054885441,4.538283268320488,1,dark,0.45639,11.0,11.9,17856,7488,Cooperative,EPSG:32631,True,229288000.0,83.390656,other,0.4845275,0.00024
72dba3e82f782f67t,15840.896240234377,16434.523986816406,58.12850888004642,5.925345736316807,1,dark,0.44625,10.4,10.6,16128,15552,Cooperative,EPSG:32631,True,538002019.0,87.22462,cargo,0.6458174999999999,0.00021
72dba3e82f782f67t,3640.718170166016,13990.00570678711,58.37873931256209,3.859398897254277,1,dark,0.44306,8.7,9.1,13824,3456,Cooperative,EPSG:32631,True,259656000.0,46.102592,fishing,0.9492395,0.00027
72dba3e82f782f67t,4451.105285644531,17818.310424804688,58.033937209912615,3.9883482769136607,1,dark,0.43119,7.4,7.5,17280,4032,Cooperative,EPSG:32631,True,219186000.0,28.487741,unmatched,0.960768,0.00016
72dba3e82f782f67t,14040.614807128906,19774.0424194336,57.8355048345336,5.59821230815933,1,dark,0.42156,9.3,9.9,19584,13824,Cooperative,EPSG:32631,True,257946000.0,77.13305,fishing,0.655011,0.0001
72dba3e82f782f67t,19502.3549194336,17076.580200195312,58.05518773083507,6.540175690081894,1,dark,0.42139,9.4,9.7,16704,19008,Cooperative,EPSG:32631,True,314416000.0,97.74333,cargo,0.1451805,0.00032
72dba3e82f782f67t,7430.512145996094,8416.62289428711,58.87313325220913,4.528919611838617,1,dark,0.41724,9.4,9.4,8064,6912,Cooperative,EPSG:32631,True,257867000.0,126.47446399999998,other,0.1848695,6e-05
72dba3e82f782f67t,4836.187225341797,23086.075073242188,57.56032460176258,4.03984881547193,1,dark,0.41273,10.3,9.9,22464,4608,Cooperative,EPSG:32631,True,257084390.0,56.550343000000005,cargo,0.859264,0.00036
72dba3e82f782f67t,19083.092559814453,20025.066284179688,57.79278544196168,6.443836457403499,1,dark,0.41105,14.1,14.7,19584,19008,Cooperative,EPSG:32631,True,230670000.0,145.79071000000002,other,0.1138865,0.00015
72dba3e82f782f67t,11276.649230957031,9916.210708618164,58.728946720848725,5.186987288178413,1,dark,0.40742,11.8,12.3,9792,10944,Cooperative,EPSG:32631,True,266220000.0,94.75443,other,0.280128,0.00023
72dba3e82f782f67t,14201.05322265625,16472.51690673828,58.13118061820544,5.646974027631395,1,dark,0.40295,21.8,21.8,16128,13824,Cooperative,EPSG:32631,True,257089140.0,259.37802,other,0.012883,0.0001
72dba3e82f782f67t,1354.9955291748047,8462.064453125,58.877221903070776,3.475278286410972,1,dark,0.39691,9.2,9.4,8064,1152,Cooperative,EPSG:32631,True,259666000.0,68.36126999999999,fishing,0.631521,0.0001
72dba3e82f782f67t,12210.389068603516,8671.99853515625,58.83775872958163,5.355665764836724,1,dark,0.38502,20.1,20.0,8064,12096,Cooperative,EPSG:32631,True,249647000.0,58.147144,cargo,0.5665035,0.01582
72dba3e82f782f67t,2858.79638671875,9637.784606933594,58.77041828556686,3.733844556395365,1,dark,0.38023,8.8,9.0,9216,2304,Cooperative,EPSG:32631,True,257035960.0,75.59725999999998,fishing,0.7974684999999999,5e-05
72dba3e82f782f67t,10640.378662109377,6483.432922363281,59.03885047499296,5.095737197378597,1,dark,0.37683,8.7,9.1,6336,10368,Cooperative,EPSG:32631,True,251339110.0,41.072273,fishing,0.9025815,0.0002
72dba3e82f782f67t,11363.226654052734,17159.685180664062,58.07859260467344,5.161736909197232,1,dark,0.37651,14.3,13.8,16704,10944,Cooperative,EPSG:32631,True,256149000.0,128.80061,cargo,0.188105,0.00015
72dba3e82f782f67t,18615.05369567871,16621.096801757812,58.1001148673965,6.393977068751333,1,dark,0.37566,9.8,10.4,16128,18432,Cooperative,EPSG:32631,True,209151000.0,64.21375,cargo,0.4185014999999999,0.00013
72dba3e82f782f67t,9560.99267578125,11261.311645507812,58.612893149308576,4.884331679856655,1,dark,0.37029,15.9,15.5,10944,9216,Cooperative,EPSG:32631,True,538005411.0,195.35155,cargo,0.012883,0.00027
72dba3e82f782f67t,9174.530639648438,18879.11944580078,57.929981853091405,4.783139308616086,0,cooperative,0.36413,7.2,7.2,18432,8640,Suspicious,EPSG:32631,False,,,,,
72dba3e82f782f67t,8456.120239257812,5382.525207519531,59.14326661322945,4.720243286674757,1,dark,0.35742,10.9,10.5,5184,8064,Cooperative,EPSG:32631,True,314292000.0,63.863174,other,0.668068,0.00022
72dba3e82f782f67t,5143.415588378906,8536.276550292969,58.86647265635597,4.1320238645555625,1,dark,0.35521,10.4,10.3,8064,4608,Cooperative,EPSG:32631,True,259977000.0,58.49160799999999,other,0.79322,5e-05
72dba3e82f782f67t,9153.962707519531,8240.636596679688,58.885049821505056,4.828488955971935,1,dark,0.34261,19.8,19.8,8064,8640,Cooperative,EPSG:32631,True,311814000.0,209.2536,other,0.012883,0.00011
72dba3e82f782f67t,7727.770782470703,20192.100463867188,57.81528131053744,4.533920981977735,1,dark,0.3391,9.7,9.6,19584,7488,Cooperative,EPSG:32631,True,220281000.0,36.00978,other,0.698538,0.04546
72dba3e82f782f67t,16142.773141860962,20717.1484375,57.74316555830431,5.944874950190436,0,cooperative,0.32943,9.5,9.8,20160,16128,Cooperative,EPSG:32631,True,257089000.0,25.544569,fishing,0.958664,8e-05
72dba3e82f782f67t,12261.265441894531,8929.503784179688,58.81449115051368,5.362898589435177,1,dark,0.32762,10.0,10.0,8640,12096,Cooperative,EPSG:32631,True,244772000.0,80.297585,other,0.2920575,8e-05
72dba3e82f782f67t,16374.113677978516,14308.152893066406,58.31712022920024,6.031987337879218,1,dark,0.32587,10.4,10.2,13824,16128,Cooperative,EPSG:32631,True,249934000.0,75.0595,cargo,0.366395,0.00012
72dba3e82f782f67t,10228.14566040039,5366.9384765625,59.14019578419917,5.029861940005437,1,dark,0.32494,9.5,9.2,5184,9792,Dark,EPSG:32631,False,,,,,
72dba3e82f782f67t,3962.8434448242174,12257.998779296877,58.53389667595215,3.91851732625236,1,dark,0.31741,10.0,10.6,12096,3456,Cooperative,EPSG:32631,True,257180000.0,72.67,fishing,0.8183484999999999,0.00023
72dba3e82f782f67t,7961.553924560547,19951.455200195312,57.83640680022975,4.574196681842561,1,dark,0.31592,8.6,8.5,19584,7488,Cooperative,EPSG:32631,True,220281000.0,36.00978,other,0.698538,6e-05
72dba3e82f782f67t,6524.346771240234,8556.272674560547,58.86235842936456,4.37132271112692,1,dark,0.31351,8.1,8.1,8064,6336,Cooperative,EPSG:32631,True,219853000.0,52.75516999999999,fishing,0.8572295,0.00041
72dba3e82f782f67t,4732.620506286621,11527.041137695312,58.59852146308316,4.052666807332242,1,dark,0.30389,13.0,12.5,10944,4608,Cooperative,EPSG:32631,True,305514000.0,81.345924,other,0.5824855,0.00029
72dba3e82f782f67t,14860.081848144531,13043.910064697266,58.43639550899572,5.782790363916523,1,dark,0.2935,10.8,10.9,12672,14400,Cooperative,EPSG:32631,True,257039490.0,114.33114,cargo,0.091504,0.00043
72dba3e82f782f67t,17001.678344726562,15611.558963775637,58.19764574974125,6.128621925310427,0,cooperative,0.29089,8.7,8.3,15552,16704,Suspicious,EPSG:32631,False,,,,,
72dba3e82f782f67t,5290.455093383789,15490.830627441406,58.24176471973793,4.137098656192636,1,dark,0.29025,21.4,21.4,14976,5184,Cooperative,EPSG:32631,True,636015560.0,277.24377000000004,other,0.012883,0.0003
72dba3e82f782f67t,3462.8468627929688,12352.824821472168,58.52596627590958,3.832454353957345,1,dark,0.28648,10.1,9.9,12096,2880,Cooperative,EPSG:32631,True,257015000.0,44.60378,fishing,0.9492395,8e-05
72dba3e82f782f67t,10727.370849609377,6889.2432861328125,59.00218504300448,5.108654917264093,1,dark,0.27949,10.8,10.5,6336,10368,Cooperative,EPSG:32631,True,257076850.0,72.7691,cargo,0.4480395,0.00038
72dba3e82f782f67t,12479.18975830078,8748.921966552734,58.829998958522935,5.401715073936978,1,dark,0.26873,10.4,10.9,8640,12096,Cooperative,EPSG:32631,True,255805882.0,102.0683,cargo,0.1410985,0.00027
72dba3e82f782f67t,12242.722305297852,8837.375534057617,58.82281677322262,5.360252958817312,1,dark,0.26546,8.9,9.2,8640,12096,Cooperative,EPSG:32631,True,249647000.0,58.147144,cargo,0.5665035,0.00027
72dba3e82f782f67t,3526.994506835937,14132.735229492188,58.36605037806709,3.839651153940834,1,dark,0.26392,9.7,10.3,13824,3456,Cooperative,EPSG:32631,True,259576000.0,48.135834,fishing,0.9492395,0.0002
72dba3e82f782f67t,9233.661743164062,7250.4482421875,58.97373373583131,4.847050258347193,1,dark,0.26314,10.8,11.1,6912,8640,Cooperative,EPSG:32631,True,273215360.0,48.212887,other,0.8932845,0.00017
72dba3e82f782f67t,15444.703552246094,20551.030059814453,57.76073894295303,5.828924428802285,1,dark,0.25563,9.6,9.2,20160,14976,Cooperative,EPSG:32631,True,209707000.0,49.701817,cargo,0.878872,0.00018
72dba3e82f782f67t,14416.25732421875,4642.508056640625,59.19168323464252,5.766274226233035,0,cooperative,0.25305,9.2,9.5,4032,13824,Cooperative,EPSG:32631,True,371845000.0,21.04041,other,0.9007965,0.00014
72dba3e82f782f67t,23956.290283203125,18100.71954345703,57.940272246916514,7.281863187919268,1,dark,0.24712,9.3,9.1,17856,23616,Cooperative,EPSG:32631,True,257088050.0,27.25887,fishing,0.925018,7e-05
72dba3e82f782f67t,16585.48504638672,16446.91033935547,58.124436963464206,6.051494998262556,0,cooperative,0.24649,10.4,10.4,16128,16128,Suspicious,EPSG:32631,False,,,,,
72dba3e82f782f67t,14258.490112304688,19316.24810791016,57.87582528209789,5.637869549914941,0,cooperative,0.24007,9.3,9.5,19008,13824,Cooperative,EPSG:32631,True,257176000.0,38.27075,fishing,0.9413065,0.00018
72dba3e82f782f67t,6363.726013183594,13169.549072265623,58.448439244785874,4.327657655710259,0,cooperative,0.2359,8.7,8.9,12672,5760,Suspicious,EPSG:32631,False,,,,,
72dba3e82f782f67t,7456.961853027344,17574.739135742188,58.050839656968215,4.498116289457525,0,cooperative,0.23004,6.8,6.7,17280,6912,Cooperative,EPSG:32631,True,,16.661903,unmatched,0.960768,8e-05
72dba3e82f782f67t,5455.329956054688,9088.662841796877,58.8163891727101,4.184400091821849,1,dark,0.22507,8.4,8.2,8640,5184,Cooperative,EPSG:32631,True,246862000.0,33.04764,other,0.960768,2e-05
72dba3e82f782f67t,6924.141845703125,19956.09048461914,57.83803742805544,4.399522812199445,1,dark,0.22094,9.5,10.0,19584,6336,Dark,EPSG:32631,False,,,,,
